trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
414,False,"{'a': 0.18, 'e': 0.19166619264739126}",25,12,2.2890840619695654,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
415,False,"{'a': 0.18, 'e': 0.19090105916394629}",20,0,30.492614023745247,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
416,False,"{'a': 0.18, 'e': 0.1901389801015205}",20,8,5.597935531721343,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
417,False,"{'a': 0.18, 'e': 0.18937994326683263}",25,8,-47.54535755563184,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 1}",1
418,False,"{'a': 0.18, 'e': 0.1886239365152772}",20,9,-4.229063821971376,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
419,False,"{'a': 0.18, 'e': 0.18787094775072993}",20,0,26.87097656416926,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
420,False,"{'a': 0.18, 'e': 0.1871209649253546}",25,6,3.336312523034379,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
421,False,"{'a': 0.18, 'e': 0.18637397603940997}",20,0,-12.965547069669308,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
422,False,"{'a': 0.18, 'e': 0.18562996914105798}",30,19,-32.33685781314297,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
423,False,"{'a': 0.18, 'e': 0.18488893232617234}",20,0,-26.0171192356093,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
424,False,"{'a': 0.18, 'e': 0.1841508537381482}",20,2,30.256013539489828,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.18, 'e': 0.18341572156771246}",20,1,29.792018642163647,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.18, 'e': 0.18268352405273466}",20,11,1.5950317236574554,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
427,False,"{'a': 0.18, 'e': 0.18195424947803895}",20,8,-1.3153252336274708,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
428,False,"{'a': 0.18, 'e': 0.1812278861752166}",20,0,31.718559464302643,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
429,False,"{'a': 0.18, 'e': 0.18050442252243923}",20,6,-45.1720509975425,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
430,False,"{'a': 0.18, 'e': 0.17978384694427296}",30,0,-8.554322270427058,"{0: 26, 1: 0, 2: 3, 3: 1, 4: 0}",0
431,False,"{'a': 0.18, 'e': 0.17906614791149322}",20,2,19.14323112945629,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
432,False,"{'a': 0.18, 'e': 0.17835131394090015}",20,10,8.883779792263589,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.18, 'e': 0.17763933359513495}",30,17,21.530840398748058,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.18, 'e': 0.17693019548249692}",30,0,35.46506323090607,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
435,False,"{'a': 0.18, 'e': 0.1762238882567611}",25,15,9.383476250880946,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
436,False,"{'a': 0.18, 'e': 0.17552040061699686}",25,0,-9.964387431268952,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
437,False,"{'a': 0.18, 'e': 0.17481972130738693}",25,8,24.6032947222364,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.18, 'e': 0.1741218391170474}",20,15,-3.7810567264990333,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.18, 'e': 0.17342674287984836}",30,10,18.653830427113075,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
440,False,"{'a': 0.18, 'e': 0.17273442147423515}",35,23,17.720387953119484,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.18, 'e': 0.17204486382305054}",35,12,5.8305437696510065,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 0}",1
442,False,"{'a': 0.18, 'e': 0.17135805889335737}",30,19,8.412211990451503,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
443,False,"{'a': 0.18, 'e': 0.17067399569626215}",25,3,6.628399218761026,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
444,False,"{'a': 0.18, 'e': 0.16999266328673912}",20,0,5.764834641181693,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
445,False,"{'a': 0.18, 'e': 0.16931405076345518}",25,13,20.053262030860978,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.18, 'e': 0.1686381472685955}",20,0,-21.862285287786804,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
447,False,"{'a': 0.18, 'e': 0.16796494198768974}",20,10,15.6732672772571,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.18, 'e': 0.167294424149439}",25,15,20.386642050142026,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.18, 'e': 0.16662658302554365}",25,11,14.24239424319133,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
450,False,"{'a': 0.18, 'e': 0.16596140793053138}",25,14,21.283190540468247,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.18, 'e': 0.16529888822158653}",20,0,-13.0754782997947,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
452,False,"{'a': 0.18, 'e': 0.1646390132983796}",25,13,21.73875608743274,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.18, 'e': 0.16398177260289773}",30,4,2.9832680634585564,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
454,False,"{'a': 0.18, 'e': 0.1633271556192758}",25,8,2.2055237616103005,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
455,False,"{'a': 0.18, 'e': 0.16267515187362808}",25,18,-9.011804109019687,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
456,False,"{'a': 0.18, 'e': 0.16202575093388075}",30,19,21.251248357638858,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.18, 'e': 0.16137894240960493}",35,0,-7.268348104117182,"{0: 32, 1: 1, 2: 1, 3: 0, 4: 1}",0
458,False,"{'a': 0.18, 'e': 0.16073471595185038}",25,0,22.911958535597723,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
459,False,"{'a': 0.18, 'e': 0.1600930612529801}",20,5,21.293155125399565,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.18, 'e': 0.15945396804650516}",35,23,22.305341747649546,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.18, 'e': 0.15881742610692068}",30,0,-58.70788687065478,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",0
462,False,"{'a': 0.18, 'e': 0.15818342524954201}",20,0,-2.1572264028363546,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
463,False,"{'a': 0.18, 'e': 0.15755195533034191}",30,0,15.012442674335258,"{0: 27, 1: 0, 2: 3, 3: 0, 4: 0}",0
464,False,"{'a': 0.18, 'e': 0.1569230062457882}",20,0,21.629629439170433,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
465,False,"{'a': 0.18, 'e': 0.15629656793268212}",30,11,6.542078271137459,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
466,False,"{'a': 0.18, 'e': 0.1556726303679973}",35,9,16.865269892631353,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
467,False,"{'a': 0.18, 'e': 0.15505118356871936}",20,0,9.410104348404268,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
468,False,"{'a': 0.18, 'e': 0.15443221759168632}",20,0,27.5608904232152,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
469,False,"{'a': 0.18, 'e': 0.15381572253342926}",20,16,8.161867409783978,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.18, 'e': 0.15320168853001417}",25,5,23.698224625593397,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
471,False,"{'a': 0.18, 'e': 0.15259010575688386}",20,10,-0.5876141821477554,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
472,False,"{'a': 0.18, 'e': 0.1519809644287009}",25,0,26.209839896455456,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
473,False,"{'a': 0.18, 'e': 0.1513742547991911}",20,16,7.563164164161251,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.18, 'e': 0.15076996716098734}",25,17,12.734402182383738,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.18, 'e': 0.15016809184547464}",25,13,10.709263245517995,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
476,False,"{'a': 0.18, 'e': 0.14956861922263504}",20,9,4.630551453351102,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
477,False,"{'a': 0.18, 'e': 0.1489715397008938}",20,8,22.975940125257686,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.18, 'e': 0.14837684372696583}",20,5,24.38338873731717,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.18, 'e': 0.14778452178570287}",20,8,11.82347041483354,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.18, 'e': 0.14719456439994122}",25,5,33.20330800253448,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.18, 'e': 0.14660696213035015}",35,18,-2.1949750830345813,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
482,False,"{'a': 0.18, 'e': 0.14602170557528074}",20,0,33.073554096053435,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
483,False,"{'a': 0.18, 'e': 0.1454387853706157}",25,0,25.523052325267535,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
484,False,"{'a': 0.18, 'e': 0.14485819218961926}",25,9,22.572497618642018,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.18, 'e': 0.14427991674278817}",30,10,36.02279625178631,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.18, 'e': 0.14370394977770293}",20,0,32.86382094541045,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.18, 'e': 0.14313028207887982}",20,14,11.744456987694615,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.18, 'e': 0.14255890446762343}",25,2,27.27620109990688,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
489,False,"{'a': 0.18, 'e': 0.14198980780187978}",25,16,15.988865956527453,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.18, 'e': 0.14142298297609007}",20,8,21.7551317004768,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.18, 'e': 0.140858420921045}",20,6,22.543735370565113,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.18, 'e': 0.14029611260373964}",20,10,5.0313744967015115,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
493,False,"{'a': 0.18, 'e': 0.13973604902722894}",20,11,17.37251041766361,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.18, 'e': 0.13917822123048373}",20,7,22.12082086143317,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.18, 'e': 0.13862262028824732}",30,21,-24.959088093993334,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
496,False,"{'a': 0.18, 'e': 0.13806923731089282}",25,15,4.8576697777507665,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
497,False,"{'a': 0.18, 'e': 0.13751806344428075}",35,14,7.391169838053774,"{0: 19, 1: 1, 2: 0, 3: 1, 4: 0}",1
498,False,"{'a': 0.18, 'e': 0.13696908986961753}",25,15,13.359315837541615,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.18, 'e': 0.13642230780331424}",20,7,25.301078186627194,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.18, 'e': 0.13587770849684613}",20,8,-12.104971826702595,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
501,False,"{'a': 0.18, 'e': 0.1353352832366127}",20,0,24.226475258211845,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
502,False,"{'a': 0.18, 'e': 0.1347950233437982}",30,7,33.50382459624863,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.18, 'e': 0.13425692017423285}",20,12,12.503618319345156,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.18, 'e': 0.1337209651182544}",25,17,16.83292155291508,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.18, 'e': 0.1331871496005706}",30,7,32.56614360462363,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.18, 'e': 0.13265546508012172}",25,18,13.514164614868761,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.18, 'e': 0.1321259030499441}",20,13,11.869712382749944,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.18, 'e': 0.131598455037034}",25,3,26.84922118656458,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
509,False,"{'a': 0.18, 'e': 0.13107311260221188}",25,6,15.355275248202219,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
510,False,"{'a': 0.18, 'e': 0.13054986733998764}",20,0,25.667517527387776,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
511,False,"{'a': 0.18, 'e': 0.1300287108784259}",25,0,22.37371154083703,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
512,False,"{'a': 0.18, 'e': 0.12950963487901218}",30,15,27.86930072881079,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.18, 'e': 0.1289926310365194}",20,0,28.082519593095967,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
514,False,"{'a': 0.18, 'e': 0.12847769107887502}",25,3,-39.15888431774762,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 1}",1
515,False,"{'a': 0.18, 'e': 0.1279648067670288}",30,22,-7.248126442330253,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
516,False,"{'a': 0.18, 'e': 0.12745396989482075}",20,13,13.263504341137049,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.18, 'e': 0.12694517228885002}",20,12,14.069490935260559,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.18, 'e': 0.1264384058083441}",25,0,38.65241034712128,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
519,False,"{'a': 0.18, 'e': 0.12593366234502845}",20,16,6.988784629190304,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.18, 'e': 0.12543093382299692}",20,16,7.512974843411085,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.18, 'e': 0.12493021219858241}",30,20,20.658416732490917,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.18, 'e': 0.12443148946022826}",25,15,20.660135055317056,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.18, 'e': 0.12393475762836002}",20,6,-15.969797087128857,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
524,False,"{'a': 0.18, 'e': 0.12344000875525778}",25,8,30.052487174758564,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.18, 'e': 0.122947234924929}",20,7,15.490075546969555,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
526,False,"{'a': 0.18, 'e': 0.1224564282529819}",25,0,10.228728244706748,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
527,False,"{'a': 0.18, 'e': 0.12196758088649925}",25,10,-19.12649528148603,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
528,False,"{'a': 0.18, 'e': 0.12148068500391276}",30,19,17.980781436001735,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.18, 'e': 0.12099573281487792}",20,6,24.46090663739659,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.18, 'e': 0.12051271656014938}",30,16,24.07517648617013,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.18, 'e': 0.12003162851145673}",30,12,18.50276031591688,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
532,False,"{'a': 0.18, 'e': 0.11955246097138093}",20,16,9.60238589397045,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.18, 'e': 0.11907520627323114}",20,8,-19.42265957094595,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
534,False,"{'a': 0.18, 'e': 0.11859985678092198}",30,20,17.171466274486782,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.18, 'e': 0.11812640488885146}",30,18,22.306923622468904,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.18, 'e': 0.11765484302177918}",20,11,-25.952087645271526,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
537,False,"{'a': 0.18, 'e': 0.11718516363470523}",20,12,13.95423966987109,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.18, 'e': 0.11671735921274938}",20,0,31.675618369027664,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.18, 'e': 0.11625142227103091}",30,19,4.691471574805268,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
540,False,"{'a': 0.18, 'e': 0.1157873453545488}",30,8,5.846359204201072,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
541,False,"{'a': 0.18, 'e': 0.11532512103806251}",25,13,11.803555801432925,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
542,False,"{'a': 0.18, 'e': 0.11486474192597308}",20,5,18.621114574947917,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.18, 'e': 0.11440620065220493}",25,20,7.7539588223056715,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.18, 'e': 0.11394948988008788}",25,14,19.98380784022781,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.18, 'e': 0.11349460230223983}",20,3,18.626149095378185,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
546,False,"{'a': 0.18, 'e': 0.11304153064044985}",25,6,29.457808789189816,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.18, 'e': 0.11259026764556165}",20,9,19.152208200506152,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.18, 'e': 0.11214080609735771}",20,12,17.241065425399576,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.18, 'e': 0.11169313880444368}",20,7,2.9700318079718535,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
550,False,"{'a': 0.18, 'e': 0.1112472586041333}",35,6,23.912633265211493,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 0}",1
551,False,"{'a': 0.18, 'e': 0.11080315836233387}",20,10,18.223824548164142,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.18, 'e': 0.11036083097343202}",20,14,8.994987629612229,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.18, 'e': 0.10992026936018012}",20,8,10.999641780496276,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
554,False,"{'a': 0.18, 'e': 0.10948146647358296}",25,12,19.831936844651803,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
555,False,"{'a': 0.18, 'e': 0.10904441529278498}",25,18,12.727847535924017,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
556,False,"{'a': 0.18, 'e': 0.10860910882495796}",25,7,28.160932149044577,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.18, 'e': 0.10817554010518914}",25,8,-25.017249487582784,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
558,False,"{'a': 0.18, 'e': 0.10774370219636975}",20,6,24.590812289462004,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.18, 'e': 0.10731358818908403}",20,13,12.697872334651956,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
560,False,"{'a': 0.18, 'e': 0.1068851912014987}",25,0,27.86608657240003,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
561,False,"{'a': 0.18, 'e': 0.1064585043792528}",20,14,11.754617966987933,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
562,False,"{'a': 0.18, 'e': 0.1060335208953481}",25,0,18.841621198119118,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
563,False,"{'a': 0.18, 'e': 0.10561023395003975}",30,0,39.29184143437365,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.18, 'e': 0.10518863677072765}",20,0,26.062044172976538,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
565,False,"{'a': 0.18, 'e': 0.10476872261184789}",30,15,-12.583861375608798,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
566,False,"{'a': 0.18, 'e': 0.104350484754765}",20,12,11.855238277058765,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
567,False,"{'a': 0.18, 'e': 0.10393391650766431}",20,9,21.784412632076346,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.18, 'e': 0.10351901120544502}",30,12,30.407256754613456,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.18, 'e': 0.10310576220961341}",20,10,9.152693307322957,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
570,False,"{'a': 0.18, 'e': 0.10269416290817676}",20,8,21.716559528574486,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
571,False,"{'a': 0.18, 'e': 0.10228420671553744}",25,15,15.714512836673435,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
572,False,"{'a': 0.18, 'e': 0.10187588707238764}",25,12,11.362917339735938,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
573,False,"{'a': 0.18, 'e': 0.10146919744560434}",25,13,20.842913056952902,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.18, 'e': 0.10106413132814486}",20,9,-22.66056992735561,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
575,False,"{'a': 0.18, 'e': 0.10066068223894266}",30,18,7.781067387821724,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
576,False,"{'a': 0.18, 'e': 0.1002588437228037}",20,14,10.983291940544627,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.18, 'e': 0.09985860935030318}",25,13,23.349333755105352,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.18, 'e': 0.09945997271768262}",25,13,20.627172112314227,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.18, 'e': 0.09906292744674731}",20,0,21.486157148585402,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
580,False,"{'a': 0.18, 'e': 0.0986674671847645}",30,18,24.297798357037532,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.18, 'e': 0.09827358560436154}",25,7,-22.120627167942406,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
582,False,"{'a': 0.18, 'e': 0.09788127640342477}",25,10,29.36862309257881,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
583,False,"{'a': 0.18, 'e': 0.09749053330499859}",20,0,-3.023434765078827,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
584,False,"{'a': 0.18, 'e': 0.09710135005718508}",20,3,5.789658526884873,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
585,False,"{'a': 0.18, 'e': 0.09671372043304398}",20,11,14.437805236497397,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
586,False,"{'a': 0.18, 'e': 0.09632763823049303}",20,9,19.130596339586884,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.18, 'e': 0.09594309727220877}",30,18,20.426861716380483,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.18, 'e': 0.09556009140552765}",20,4,20.554397165475066,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
589,False,"{'a': 0.18, 'e': 0.09517861450234763}",20,12,14.399736532580059,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.18, 'e': 0.09479866045903014}",20,11,18.27076557923683,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
591,False,"{'a': 0.18, 'e': 0.09442022319630235}",25,0,22.98711754192752,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
592,False,"{'a': 0.18, 'e': 0.09404329665916}",30,17,26.962190420857194,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
593,False,"{'a': 0.18, 'e': 0.09366787481677047}",25,11,30.589792441907257,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.18, 'e': 0.09329395166237625}",20,1,13.480543766853502,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
595,False,"{'a': 0.18, 'e': 0.0929215212131989}",35,12,25.92174286979761,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
596,False,"{'a': 0.18, 'e': 0.09255057751034329}",20,0,27.944938454870407,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
597,False,"{'a': 0.18, 'e': 0.09218111461870225}",25,9,24.60852980294144,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
598,False,"{'a': 0.18, 'e': 0.09181312662686165}",30,10,33.77596196550971,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
